2026-06-22 18:03:52,092 INFO ORB session loop started
2026-06-22 18:03:53,211 INFO SELL QQQ x2 | order a639ade5-c43f-42a8-b786-61c210e4d262
2026-06-22 18:33:52,230 INFO MANAGING QQQ @ $737.45 | P&L $-0.94 | stop 744.02
2026-06-22 18:34:22,671 INFO MANAGING QQQ @ $737.39 | P&L $-0.82 | stop 744.02
2026-06-22 18:34:53,128 INFO MANAGING QQQ @ $737.44 | P&L $-0.92 | stop 744.02
2026-06-22 18:35:23,538 INFO MANAGING QQQ @ $737.31 | P&L $-0.66 | stop 744.02
2026-06-22 18:35:53,982 INFO MANAGING QQQ @ $737.33 | P&L $-0.70 | stop 744.02
2026-06-22 18:36:24,403 INFO MANAGING QQQ @ $737.23 | P&L $-0.50 | stop 744.02
2026-06-22 18:36:54,848 INFO MANAGING QQQ @ $737.47 | P&L $-0.98 | stop 744.02
2026-06-22 18:37:25,273 INFO MANAGING QQQ @ $737.42 | P&L $-0.88 | stop 744.02
2026-06-22 18:37:55,690 INFO MANAGING QQQ @ $737.39 | P&L $-0.82 | stop 744.02
2026-06-22 18:38:26,162 INFO MANAGING QQQ @ $737.60 | P&L $-1.24 | stop 744.02
2026-06-22 18:38:56,588 INFO MANAGING QQQ @ $737.48 | P&L $-1.00 | stop 744.02
2026-06-22 18:39:27,029 INFO MANAGING QQQ @ $737.30 | P&L $-0.64 | stop 744.02
2026-06-22 18:39:57,481 INFO MANAGING QQQ @ $737.09 | P&L $-0.22 | stop 744.02
2026-06-22 18:40:27,895 INFO MANAGING QQQ @ $737.16 | P&L $-0.36 | stop 744.02
2026-06-22 18:40:58,359 INFO MANAGING QQQ @ $737.02 | P&L $-0.08 | stop 744.02
2026-06-22 18:41:28,824 INFO MANAGING QQQ @ $737.01 | P&L $-0.06 | stop 744.02
2026-06-22 18:41:59,255 INFO MANAGING QQQ @ $736.91 | P&L $+0.14 | stop 744.02
2026-06-22 18:42:29,707 INFO MANAGING QQQ @ $736.93 | P&L $+0.10 | stop 744.02
2026-06-22 18:43:00,160 INFO MANAGING QQQ @ $736.87 | P&L $+0.22 | stop 744.02
2026-06-22 18:43:30,596 INFO MANAGING QQQ @ $736.71 | P&L $+0.54 | stop 744.02
2026-06-22 18:44:01,041 INFO MANAGING QQQ @ $736.72 | P&L $+0.52 | stop 744.02
2026-06-22 18:44:31,474 INFO MANAGING QQQ @ $736.47 | P&L $+1.02 | stop 744.02
2026-06-22 18:45:02,490 INFO MANAGING QQQ @ $736.32 | P&L $+1.32 | stop 744.02
2026-06-22 18:45:32,991 INFO MANAGING QQQ @ $736.45 | P&L $+1.06 | stop 744.02
2026-06-22 18:46:03,436 INFO MANAGING QQQ @ $736.47 | P&L $+1.02 | stop 744.02
2026-06-22 18:46:33,874 INFO MANAGING QQQ @ $736.46 | P&L $+1.05 | stop 744.02
2026-06-22 18:47:04,365 INFO MANAGING QQQ @ $736.55 | P&L $+0.86 | stop 744.02
2026-06-22 18:47:34,813 INFO MANAGING QQQ @ $736.86 | P&L $+0.24 | stop 744.02
2026-06-22 18:48:05,248 INFO MANAGING QQQ @ $736.70 | P&L $+0.56 | stop 744.02
2026-06-22 18:48:35,680 INFO MANAGING QQQ @ $736.74 | P&L $+0.48 | stop 744.02
2026-06-22 18:49:06,380 INFO MANAGING QQQ @ $736.74 | P&L $+0.48 | stop 744.02
2026-06-22 18:49:37,023 INFO MANAGING QQQ @ $736.74 | P&L $+0.48 | stop 744.02
2026-06-22 18:50:07,652 INFO MANAGING QQQ @ $736.77 | P&L $+0.42 | stop 744.02
2026-06-22 18:50:38,083 INFO MANAGING QQQ @ $736.60 | P&L $+0.77 | stop 744.02
2026-06-22 18:51:08,510 INFO MANAGING QQQ @ $736.48 | P&L $+1.00 | stop 744.02
2026-06-22 18:51:39,002 INFO MANAGING QQQ @ $736.58 | P&L $+0.81 | stop 744.02
2026-06-22 18:52:09,416 INFO MANAGING QQQ @ $736.42 | P&L $+1.11 | stop 744.02
2026-06-22 18:52:39,840 INFO MANAGING QQQ @ $736.02 | P&L $+1.92 | stop 744.02
2026-06-22 18:53:10,693 INFO MANAGING QQQ @ $735.99 | P&L $+1.98 | stop 744.02
2026-06-22 18:53:41,142 INFO MANAGING QQQ @ $736.02 | P&L $+1.92 | stop 744.02
2026-06-22 18:54:11,569 INFO MANAGING QQQ @ $735.75 | P&L $+2.46 | stop 744.02
2026-06-22 18:54:41,985 INFO MANAGING QQQ @ $735.95 | P&L $+2.07 | stop 744.02
2026-06-22 18:55:12,427 INFO MANAGING QQQ @ $736.04 | P&L $+1.88 | stop 744.02
2026-06-22 18:55:42,969 INFO MANAGING QQQ @ $735.89 | P&L $+2.18 | stop 744.02
2026-06-22 18:56:13,390 INFO MANAGING QQQ @ $735.69 | P&L $+2.58 | stop 744.02
2026-06-22 18:56:44,204 INFO MANAGING QQQ @ $735.95 | P&L $+2.06 | stop 744.02
2026-06-22 18:57:14,823 INFO MANAGING QQQ @ $736.05 | P&L $+1.85 | stop 744.02
